Date;MSCI_Price;SAMCO_Price;MSCI_Gross;SAMCO_Gross;V25_Gross
3/15/2019;1000;1000;1000;1000;1000
3/18/2019;1007.5;1007.9;1007.62;1007.86;1008.757501
3/19/2019;1005.5;1007.5;1005.82;1007.68;1009.252089
3/20/2019;1006.2;1007.1;1006.69;1007.34;1007.734095
3/21/2019;1004.5;1005.1;1005.06;1005.39;1006.200158
3/22/2019;996.9;992.7;997.44;992.91;991.8425939
3/25/2019;985.6;982;986.19;982.25;982.898563
3/26/2019;990.9;986.4;991.51;986.71;986.8857396
3/27/2019;987.3;981.1;987.98;981.53;979.6160928
3/28/2019;985.2;979.4;985.86;980.01;979.3628927
3/29/2019;994;990.6;994.75;991.25;991.9648
4/1/2019;1004.7;1000.5;1005.47;1001.08;1003.190894
4/2/2019;1005.3;1000.7;1006.16;1001.38;1003.486835
4/3/2019;1010.1;1006.7;1011.09;1007.56;1010.409518
4/4/2019;1009.5;1005.7;1010.51;1006.6;1009.273315
4/5/2019;1011.8;1008.3;1012.88;1009.31;1012.293177
4/8/2019;1010.5;1008.1;1011.59;1009.14;1011.66107
4/9/2019;1014.6;1011.6;1015.72;1012.63;1014.751705
4/10/2019;1017.5;1014.9;1018.74;1016.04;1019.762092
4/11/2019;1014.1;1010.1;1015.34;1011.29;1014.632132
4/12/2019;1013.8;1011;1015.16;1012.22;1014.74399
4/15/2019;1017;1011.7;1018.37;1012.98;1015.149987
4/16/2019;1018.3;1013.4;1019.7;1014.66;1016.360945
4/17/2019;1020;1014.1;1021.37;1015.57;1017.600374
4/18/2019;1013.3;1008.2;1014.73;1009.67;1012.10229
4/19/2019;1016;1010.6;1017.47;1012.07;1014.148503
4/22/2019;1012.4;1008.4;1013.97;1010.09;1012.422141
4/23/2019;1010;1005.7;1011.69;1007.51;1009.796718
4/24/2019;1005.6;1001.6;1007.37;1003.47;1005.021968
4/25/2019;999.5;994.1;1001.38;996.18;999.0152707
4/26/2019;996.6;992.1;998.59;994.19;997.8280417
4/29/2019;995.6;992.8;997.8;994.99;998.2312808
4/30/2019;994.5;992.2;997.03;994.75;997.693222
5/1/2019;995.1;992.7;997.72;995.28;998.4377433
5/2/2019;995;977.6;997.81;980.2;987.1706737
5/3/2019;996.9;980.6;999.83;983.27;990.4301353
5/6/2019;982.6;963.2;985.59;965.94;974.5953081
5/7/2019;980.2;960.2;983.37;962.99;970.1811801
5/8/2019;973.7;953.6;977.11;956.75;965.1029334
5/9/2019;956;934.9;959.45;938.1;944.8667653
5/10/2019;960.1;939.9;963.73;943.22;949.9172003
5/13/2019;939.7;921.5;943.43;925.1;931.0865373
5/14/2019;940.3;919.8;944.1;923.53;931.3984286
5/15/2019;943.2;924.4;947.18;928.25;935.0858544
5/16/2019;937.4;920.1;941.47;923.99;929.8259404
5/17/2019;926.6;908.7;930.72;912.77;918.3451094
5/20/2019;929;907.5;933.3;911.67;917.5770064
5/21/2019;932.6;913.4;937.02;917.72;924.6811775
5/22/2019;933.8;914.4;938.25;918.77;926.1573934
5/23/2019;924;903.6;928.5;908.08;915.9387419
5/24/2019;928.3;906.5;933.06;911.15;918.8523619
5/27/2019;934.8;912.5;939.71;917.3;925.741221
5/28/2019;938.2;915.7;943.2;920.83;928.6891894
5/29/2019;932.3;910.2;937.39;915.41;924.1805105
5/30/2019;938.8;916.7;944.08;922.17;931.5336663
5/31/2019;942.8;920.5;948.31;926.3;936.518732
6/3/2019;945.8;922.6;951.56;929.01;940.1290233
6/4/2019;946.8;923;952.68;929.63;940.2722464
6/5/2019;949.1;925;955.25;931.94;941.6711129
6/6/2019;945.2;921.1;951.41;928.11;938.3308798
6/7/2019;948.8;925.4;955.12;932.52;942.939843
6/10/2019;955.7;934.2;962.22;941.55;952.3292208
6/11/2019;963.6;942.6;970.17;950.24;960.7725774
6/12/2019;960.1;938.1;966.81;945.9;957.1327206
6/13/2019;960.3;939.5;967.13;947.5;958.2493228
6/14/2019;953.1;932.2;960.06;940.35;950.678279
6/17/2019;948.1;927.4;955.12;935.76;946.1489488
6/18/2019;952.8;933.8;960.03;942.47;953.6327551
6/19/2019;959.1;943;966.6;952.01;963.6193676
6/20/2019;973.6;957.5;981.3;966.74;978.2706608
6/21/2019;973.2;957.3;981;966.72;977.8198842
6/24/2019;973.6;958.4;981.53;967.99;979.326751
6/25/2019;970.5;953.8;978.41;963.55;974.8499453
6/26/2019;971.6;955.4;979.75;965.39;976.8582701
6/27/2019;976.1;960.3;984.44;970.54;981.9449837
6/28/2019;977.4;961.7;985.88;972.06;982.6074865
7/1/2019;985.1;969.9;994.01;980.58;991.4191897
7/2/2019;984.1;969.3;993.23;980.22;990.0437608
7/3/2019;983.2;968.8;992.73;980.29;989.3012008
7/4/2019;988.3;973.8;998.21;985.82;994.6081043
7/5/2019;986.2;971.8;996.28;984.09;992.2920689
7/8/2019;974.2;959.8;984.36;971.99;981.6554149
7/9/2019;970;954.5;980.58;967.11;976.8386974
7/10/2019;975.9;960;986.7;972.86;983.3733357
7/11/2019;984.2;967.6;995.67;981.15;990.3297135
7/12/2019;982.3;965.2;993.9;978.74;987.3116865
7/15/2019;982.8;966;994.71;979.9;988.3936491
7/16/2019;984.3;966.9;996.56;981.01;989.5696991
7/17/2019;979.3;961.6;991.77;975.95;985.0408661
7/18/2019;977.7;959.6;990.46;974.57;983.7614727
7/19/2019;980.1;963.8;992.98;978.89;988.003939
7/22/2019;976;958.6;989.08;973.8;984.121578
7/23/2019;974.1;957.4;987.32;972.69;982.4061503
7/24/2019;971.4;954.8;984.7;970.25;980.9850682
7/25/2019;969.7;952.8;983.53;968.55;978.9373051
7/26/2019;967;949.6;980.95;965.44;974.9634351
7/29/2019;961.1;944.6;975.25;960.65;971.1807775
7/30/2019;957;941.8;971.14;957.91;967.9221295
7/31/2019;957.8;942.5;972.18;958.72;969.1676537
8/1/2019;947.6;931.9;961.92;948.06;957.1478023
8/2/2019;932.3;914;946.58;929.98;940.3836662
8/5/2019;903.5;885.6;917.31;901.14;911.6367873
8/6/2019;903.9;884.4;917.88;900.07;910.8710167
8/7/2019;905.8;886.5;919.94;902.34;911.7341586
8/8/2019;920;901.5;934.54;918.09;927.2394735
8/9/2019;919.4;899.3;933.99;916.18;925.999691
8/12/2019;911.3;894.2;925.98;910.94;919.9351551
8/13/2019;901.5;885.2;916.19;901.93;912.8237559
8/14/2019;900.8;882.8;915.6;899.77;907.477046
8/15/2019;895.6;878.5;910.37;895.36;903.1875061
8/16/2019;899.3;882.5;914.21;899.53;908.3281173
8/19/2019;903.8;888.4;918.91;905.48;914.1494248
8/20/2019;905.8;889.5;921.01;906.72;915.7339447
8/21/2019;911.4;895.2;926.72;912.55;922.2038295
8/22/2019;905.8;890.7;921.25;908.12;917.4014214
8/23/2019;902.2;888.1;917.63;905.49;913.7508423
8/26/2019;887.4;873.2;902.89;890.39;899.0132173
8/27/2019;891;876.6;906.93;894.27;902.9672788
8/28/2019;894;879.5;910.2;897.36;905.5685825
8/29/2019;896.6;881.8;913.05;900.05;910.0568407
8/30/2019;907.4;893.2;924.07;911.84;923.4621134
9/2/2019;910.3;896.7;927.18;915.5;926.6965503
9/3/2019;902.4;888.9;919.24;907.59;918.6647865
9/4/2019;913.8;901;930.99;920.14;931.4753853
9/5/2019;919.8;908.1;937.2;927.4;939.9404557
9/6/2019;922.2;910.9;939.67;930.43;942.5441684
9/9/2019;920.7;908.5;938.12;928.03;940.4676496
9/10/2019;919.6;908.7;937.07;928.3;940.5614777
9/11/2019;927.5;917.4;945.3;937.32;950.3289078
9/12/2019;934.2;923;952.28;943.42;957.0760882
9/13/2019;936.9;926.4;955.05;946.93;960.244713
9/16/2019;936.2;926.6;954.37;947.14;961.584331
9/17/2019;929.8;920.5;947.96;941.03;955.5450446
9/18/2019;934;924.4;952.41;945.12;959.2636972
9/19/2019;930.4;920.9;948.85;941.59;954.2841177
9/20/2019;937.5;926.3;956.08;947.12;958.2666652
9/23/2019;938.4;922.8;957.11;943.62;953.9682766
9/24/2019;936;917.5;954.59;938.2;949.1881374
9/25/2019;927.5;908.3;946.08;929.08;939.9724019
9/26/2019;929.9;910.6;948.58;931.41;941.9846116
9/27/2019;925.1;904.7;943.72;925.43;935.7598761
9/30/2019;923.7;903.1;942.35;923.85;933.8039597
10/1/2019;921.9;900.4;940.55;921.08;931.0463976
10/2/2019;916.9;894.5;935.46;915.33;924.1182861
10/3/2019;920.2;898.3;938.91;919.2;928.5617068
10/4/2019;922.8;901.1;941.6;922.13;933.4013261
10/7/2019;922.3;899.7;941.11;920.78;932.2393705
10/8/2019;922.8;900.4;941.61;921.51;932.2475177
10/9/2019;921.3;899.3;940.3;920.48;931.3182665
10/10/2019;920.9;900.2;939.84;921.43;931.9231903
10/11/2019;927.2;909.4;946.33;930.84;942.1088688
10/14/2019;933.6;916.6;952.86;938.22;949.7905823
10/15/2019;934;916.9;953.29;938.62;949.4994175
10/16/2019;935.3;918.8;954.64;940.57;951.880804
10/17/2019;941.5;923.6;961.03;945.53;957.7526736
10/18/2019;945.2;925.6;964.85;947.58;959.502125
10/21/2019;947.4;928.4;967.1;950.45;963.7029459
10/22/2019;953.1;933.7;972.93;955.95;970.0022817
10/23/2019;952.4;931.4;972.23;953.57;967.379527
10/24/2019;956.4;936.4;976.34;958.71;971.9542705
10/25/2019;952.8;933.7;972.72;955.89;968.2997204
10/28/2019;958;938.6;978;960.92;972.5776977
10/29/2019;957.5;938.5;977.49;960.8;973.6736975
10/30/2019;955.5;935.3;975.53;957.6;970.9364984
10/31/2019;958.6;937.8;978.69;960.22;972.8018483
11/1/2019;962.1;943.1;982.23;965.68;978.4431953
11/4/2019;970.1;953.1;990.49;975.92;990.1074903
11/5/2019;969.8;955.2;990.22;978.11;991.1324577
11/6/2019;967.5;952.7;987.97;975.59;986.9824976
11/7/2019;968;955.2;988.53;978.18;989.4267894
11/8/2019;964.5;952.7;984.92;975.71;986.0274493
11/11/2019;955.6;943.1;975.89;965.98;977.0293065
11/12/2019;957;944.3;977.37;967.17;978.388942
11/13/2019;949.1;935.2;969.3;957.92;970.0085694
11/14/2019;949.6;935;969.79;957.65;969.7084309
11/15/2019;954.9;938.9;975.24;961.79;975.5931703
11/18/2019;956.5;940.8;976.88;963.68;977.396505
11/19/2019;956.6;942.8;977.05;965.73;978.8403879
11/20/2019;952.8;938.4;973.14;961.22;975.7244248
11/21/2019;946.7;931.2;967.05;953.99;965.6107261
11/22/2019;948.6;933.2;969.04;956.02;967.7517965
11/25/2019;953.9;938.9;974.46;961.88;972.9888538
11/26/2019;953.4;937.4;973.96;960.26;969.4352408
11/27/2019;954.7;937.5;975.39;960.44;970.6837906
11/28/2019;954.1;936.3;974.76;959.27;969.7314343
11/29/2019;952.2;933.1;972.8;955.94;965.2556478
12/2/2019;949.8;931.5;970.36;954.26;964.9169746
12/3/2019;947.5;930.5;968.09;953.26;963.3426196
12/4/2019;948.6;929.2;969.29;952.05;963.1047035
12/5/2019;949.9;931.4;970.72;954.36;965.6897532
12/6/2019;954.5;935.8;975.4;958.84;969.8799562
12/9/2019;956.1;936.3;977.12;959.37;970.3632039
12/10/2019;953.6;935.1;974.57;958.1;968.8909967
12/11/2019;958.5;941.3;979.84;964.75;975.7922502
12/12/2019;967.4;949.9;989.09;973.61;985.3488623
12/13/2019;976;958.2;997.91;982.19;995.7990368
12/16/2019;980;962.4;1002.04;986.56;999.0113195
12/17/2019;985.7;969.2;1008;993.6;1005.892919
12/18/2019;986.8;970.4;1009.22;994.91;1008.238013
12/19/2019;988.5;971.2;1011.04;995.82;1009.300562
12/20/2019;987;969.6;1009.47;994.21;1008.181323
12/23/2019;988.9;971.3;1011.46;995.94;1010.811259
12/24/2019;988.3;970.3;1010.86;994.87;1009.319398
12/25/2019;989.8;971.3;1012.32;995.95;1010.44602
12/26/2019;994.5;975.7;1017.32;1000.54;1015.198131
12/27/2019;1000.2;982.2;1025.17;1007.39;1020.926244
12/30/2019;1006.3;990.4;1031.49;1015.84;1028.45707
12/31/2019;1007.6;991.6;1032.88;1017.13;1028.707587
1/2/2020;1015.8;1001.6;1041.37;1027.49;1038.356546
1/3/2020;1009.6;996.9;1035.02;1022.63;1033.579809
1/6/2020;993.7;983.4;1018.75;1008.8;1019.48831
1/7/2020;997.4;986;1022.54;1011.53;1022.052236
1/8/2020;988.1;976.9;1013.13;1002.17;1014.15166
1/9/2020;1005.3;993.4;1030.85;1019.11;1030.85717
1/10/2020;1009.8;997.2;1035.37;1023.05;1035.343612
1/13/2020;1018.2;1005.4;1044.04;1031.47;1043.078867
1/14/2020;1022.5;1009.4;1048.49;1035.55;1048.060167
1/15/2020;1022.1;1009.6;1048.11;1035.84;1047.406219
1/16/2020;1025.9;1013.3;1052.06;1039.65;1050.385339
1/17/2020;1029;1018.4;1055.24;1044.9;1054.1956
1/20/2020;1028.8;1018.2;1055.08;1044.74;1054.570667
1/21/2020;1019.3;1006.3;1045.27;1032.48;1042.80579
1/22/2020;1023.7;1011.4;1049.9;1037.86;1048.338179
1/23/2020;1021;1005.5;1047.18;1031.78;1041.654373
1/24/2020;1020.8;1005.2;1046.92;1031.48;1040.512848
1/27/2020;1009;993.8;1034.86;1019.77;1025.71909
1/28/2020;1005.2;989.8;1030.94;1015.72;1021.72333
1/29/2020;1002;982.5;1027.75;1008.27;1017.069611
1/30/2020;973.4;952.9;998.41;977.82;989.0852488
1/31/2020;966.9;946.1;991.74;970.92;980.2370791
2/3/2020;961;941.6;985.77;966.28;977.1287785
2/4/2020;977.3;960.1;1002.45;985.29;995.8991404
2/5/2020;981.4;964.5;1006.72;989.75;1000.126549
2/6/2020;989.1;974.3;1014.68;999.88;1010.015215
2/7/2020;978.7;964.2;1003.96;989.46;998.1232869
2/10/2020;971.7;959;996.83;984.13;991.7082832
2/11/2020;983.3;970.3;1008.74;995.77;1003.02396
2/12/2020;990.6;978.9;1016.24;1004.65;1010.907266
2/13/2020;988.5;977.1;1014.08;1002.83;1009.424022
2/14/2020;989.3;977.5;1014.99;1003.22;1008.782479
2/17/2020;989.2;979;1014.94;1004.82;1009.122182
2/18/2020;980.9;970.2;1006.48;995.85;999.9503494
2/19/2020;986.3;975.5;1011.99;1001.28;1004.103523
2/20/2020;981.1;970.1;1006.77;995.83;995.8099069
2/21/2020;973.3;961.1;998.74;986.52;987.6970139
2/24/2020;948.5;937.1;973.32;961.94;962.3624962
2/25/2020;950.6;939;975.58;963.94;963.9227378
2/26/2020;936.3;926.6;960.9;951.17;948.1430069
2/27/2020;918.3;911.4;942.57;935.6;931.6365333
2/28/2020;898;889.9;921.83;913.63;908.219882
3/2/2020;905.8;901.7;929.91;925.76;919.7973773
3/3/2020;916.7;911.6;941.14;935.95;931.8696359
3/4/2020;919.7;914.5;944.37;939.04;936.7807415
3/5/2020;916.7;913;941.39;937.54;934.007384
3/6/2020;897.3;893.4;921.49;917.43;912.8195587
3/9/2020;837.2;838.6;859.9;861.26;853.1331739
3/10/2020;851.3;850.6;874.48;873.68;865.7563262
3/11/2020;833.7;834.3;856.73;857.13;847.4680447
3/12/2020;763.8;768.8;785;789.91;776.3857703
3/13/2020;756.4;761.5;777.48;782.49;770.9005532
3/16/2020;705.1;710.3;724.82;729.93;716.0044085
3/17/2020;692.3;698.2;711.77;717.55;706.4073291
3/18/2020;654.7;658.3;673.26;676.6;664.8926181
3/19/2020;617.4;623;635.07;640.43;632.0449111
3/20/2020;650.1;656;668.7;674.36;664.5543227
3/23/2020;604.9;614.1;622.35;631.32;620.0700662
3/24/2020;632.1;644.9;650.44;663.04;650.339369
3/25/2020;663.9;678.6;683.22;697.79;686.9838291
3/26/2020;682.5;697.1;702.34;716.85;708.0401383
3/27/2020;681.5;695.3;701.37;715.06;704.0210085
3/30/2020;677;689.2;696.77;708.87;696.5797469
3/31/2020;689;701.2;709.19;721.18;707.847991
4/1/2020;675.7;686.8;695.69;706.5;693.3135045
4/2/2020;681.3;692.7;701.4;712.55;699.7452911
4/3/2020;676.1;687.5;696.22;707.34;692.5212139
4/6/2020;692.7;704.1;713.36;724.45;710.7081844
4/7/2020;714.8;724.1;736.26;745.04;730.2386343
4/8/2020;720.4;729;742.01;750.08;735.277605
4/9/2020;732.6;741.6;754.59;763.27;749.206108
4/10/2020;734.5;743.2;756.56;764.98;750.9311198
4/13/2020;729.3;737.8;751.31;759.44;745.3765907
4/14/2020;744.2;753;766.72;775.08;760.9600047
4/15/2020;741.6;749.7;764.11;771.72;755.584197
4/16/2020;740.2;749.7;762.68;771.81;754.6357982
4/17/2020;751.7;761;774.69;783.48;767.4372222
4/20/2020;755.5;765.6;778.83;788.42;771.1356983
4/21/2020;737;747;759.84;769.3;752.3532708
